match_id,player,row,pts,won_1+,won_2+,won_3+,won_4+,won_5+,won_6+,won_7+,won_8+,won_9+,won_10+
20200905-W-US_Open-R32-Victoria_Azarenka-Iga_Swiatek,Victoria Azarenka,1,45,62.2%,41.4%,50.0%,36.8%,46.7%,33.3%,50.0%,42.9%,75.0%,66.7%
20200905-W-US_Open-R32-Victoria_Azarenka-Iga_Swiatek,Victoria Azarenka,2,10,30.0%,12.5%,20.0%,20.0%,25.0%,0.0%,0.0%,0.0%,-,-
20200905-W-US_Open-R32-Victoria_Azarenka-Iga_Swiatek,Iga Swiatek,1,48,50.0%,42.9%,50.0%,35.7%,50.0%,28.6%,57.1%,50.0%,50.0%,33.3%
20200905-W-US_Open-R32-Victoria_Azarenka-Iga_Swiatek,Iga Swiatek,2,29,31.0%,25.9%,36.8%,29.4%,33.3%,23.1%,33.3%,25.0%,33.3%,33.3%
20200905-W-US_Open-R32-Ons_Jabeur-Sofia_Kenin,Ons Jabeur,1,51,62.7%,45.7%,53.3%,44.0%,57.9%,27.3%,42.9%,20.0%,33.3%,0.0%
20200905-W-US_Open-R32-Ons_Jabeur-Sofia_Kenin,Ons Jabeur,2,30,50.0%,44.4%,52.2%,38.9%,53.8%,45.5%,71.4%,60.0%,60.0%,50.0%
20200905-W-US_Open-R32-Ons_Jabeur-Sofia_Kenin,Sofia Kenin,1,51,72.5%,62.2%,67.6%,47.6%,58.8%,41.7%,71.4%,33.3%,100.0%,-
20200905-W-US_Open-R32-Ons_Jabeur-Sofia_Kenin,Sofia Kenin,2,22,63.6%,55.6%,58.8%,53.3%,61.5%,54.5%,66.7%,50.0%,75.0%,50.0%
20200904-W-US_Open-R32-Jennifer_Brady-Caroline_Garcia,Jennifer Brady,1,42,81.0%,52.9%,64.3%,50.0%,71.4%,33.3%,100.0%,100.0%,100.0%,100.0%
20200904-W-US_Open-R32-Jennifer_Brady-Caroline_Garcia,Jennifer Brady,2,18,50.0%,50.0%,69.2%,55.6%,71.4%,71.4%,100.0%,100.0%,100.0%,100.0%
20200904-W-US_Open-R32-Jennifer_Brady-Caroline_Garcia,Caroline Garcia,1,36,66.7%,36.8%,50.0%,36.4%,50.0%,33.3%,100.0%,100.0%,100.0%,-
20200904-W-US_Open-R32-Jennifer_Brady-Caroline_Garcia,Caroline Garcia,2,16,43.8%,35.7%,45.5%,33.3%,50.0%,25.0%,50.0%,0.0%,0.0%,0.0%
20200903-W-US_Open-R64-Katrina_Scott-Amanda_Anisimova,Katrina Scott,1,44,63.6%,42.9%,50.0%,33.3%,54.5%,44.4%,66.7%,50.0%,66.7%,50.0%
20200903-W-US_Open-R64-Katrina_Scott-Amanda_Anisimova,Katrina Scott,2,42,61.9%,40.7%,68.8%,54.5%,75.0%,66.7%,80.0%,50.0%,100.0%,100.0%
20200903-W-US_Open-R64-Katrina_Scott-Amanda_Anisimova,Amanda Anisimova,1,70,62.9%,50.9%,65.9%,43.5%,55.6%,46.7%,58.3%,28.6%,33.3%,0.0%
20200903-W-US_Open-R64-Katrina_Scott-Amanda_Anisimova,Amanda Anisimova,2,22,68.2%,58.8%,71.4%,63.6%,87.5%,75.0%,100.0%,100.0%,100.0%,100.0%
20200902-W-US_Open-R64-Shelby_Rogers-Elena_Rybakina,Shelby Rogers,1,45,71.1%,53.6%,57.7%,35.3%,50.0%,33.3%,42.9%,20.0%,50.0%,50.0%
20200902-W-US_Open-R64-Shelby_Rogers-Elena_Rybakina,Shelby Rogers,2,17,70.6%,61.5%,61.5%,44.4%,57.1%,50.0%,60.0%,33.3%,50.0%,50.0%
20200902-W-US_Open-R64-Shelby_Rogers-Elena_Rybakina,Elena Rybakina,1,34,67.6%,52.2%,60.0%,38.5%,55.6%,42.9%,42.9%,33.3%,50.0%,50.0%
20200902-W-US_Open-R64-Shelby_Rogers-Elena_Rybakina,Elena Rybakina,2,24,37.5%,28.6%,40.0%,35.7%,55.6%,42.9%,60.0%,50.0%,66.7%,50.0%
20200902-W-US_Open-R64-Marta_Kostyuk-Anastasija_Sevastova,Marta Kostyuk,1,37,83.8%,72.7%,80.0%,71.4%,90.9%,87.5%,100.0%,100.0%,100.0%,100.0%
20200902-W-US_Open-R64-Marta_Kostyuk-Anastasija_Sevastova,Marta Kostyuk,2,21,81.0%,71.4%,71.4%,66.7%,80.0%,60.0%,60.0%,33.3%,50.0%,50.0%
20200902-W-US_Open-R64-Marta_Kostyuk-Anastasija_Sevastova,Anastasija Sevastova,1,49,65.3%,50.0%,53.1%,28.6%,35.3%,31.3%,38.5%,27.3%,33.3%,33.3%
20200902-W-US_Open-R64-Marta_Kostyuk-Anastasija_Sevastova,Anastasija Sevastova,2,29,55.2%,43.5%,62.5%,40.0%,66.7%,60.0%,75.0%,75.0%,75.0%,66.7%
20200902-W-US_Open-R64-Caroline_Garcia-Karolina_Pliskova,Caroline Garcia,1,41,63.4%,44.4%,60.0%,38.5%,62.5%,50.0%,60.0%,33.3%,50.0%,0.0%
20200902-W-US_Open-R64-Caroline_Garcia-Karolina_Pliskova,Caroline Garcia,2,29,69.0%,55.0%,73.3%,42.9%,75.0%,0.0%,-,-,-,-
20200902-W-US_Open-R64-Caroline_Garcia-Karolina_Pliskova,Karolina Pliskova,1,38,60.5%,37.5%,56.3%,30.0%,60.0%,33.3%,100.0%,-,-,-
20200902-W-US_Open-R64-Caroline_Garcia-Karolina_Pliskova,Karolina Pliskova,2,19,52.6%,30.8%,44.4%,16.7%,33.3%,33.3%,50.0%,0.0%,0.0%,0.0%
20200902-W-US_Open-R64-Angelique_Kerber-Anna_Lena_Friedsam,Angelique Kerber,1,60,66.7%,60.0%,71.4%,57.1%,59.3%,50.0%,61.1%,41.7%,45.5%,40.0%
20200902-W-US_Open-R64-Angelique_Kerber-Anna_Lena_Friedsam,Angelique Kerber,2,16,62.5%,50.0%,50.0%,33.3%,33.3%,33.3%,50.0%,25.0%,33.3%,33.3%
20200902-W-US_Open-R64-Angelique_Kerber-Anna_Lena_Friedsam,Anna Lena Friedsam,1,50,70.0%,61.5%,70.6%,61.5%,69.6%,58.8%,66.7%,54.5%,75.0%,71.4%
20200902-W-US_Open-R64-Angelique_Kerber-Anna_Lena_Friedsam,Anna Lena Friedsam,2,14,50.0%,50.0%,53.8%,50.0%,50.0%,33.3%,42.9%,33.3%,33.3%,33.3%
20200901-W-US_Open-R128-Victoria_Azarenka-Barbara_Haas,Victoria Azarenka,1,34,76.5%,68.0%,73.9%,62.5%,66.7%,58.3%,63.6%,33.3%,33.3%,33.3%
20200901-W-US_Open-R128-Victoria_Azarenka-Barbara_Haas,Victoria Azarenka,2,9,77.8%,50.0%,66.7%,66.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
20200901-W-US_Open-R128-Victoria_Azarenka-Barbara_Haas,Barbara Haas,1,27,63.0%,47.4%,52.9%,38.5%,45.5%,40.0%,44.4%,37.5%,50.0%,40.0%
20200901-W-US_Open-R128-Victoria_Azarenka-Barbara_Haas,Barbara Haas,2,11,18.2%,10.0%,20.0%,20.0%,20.0%,20.0%,20.0%,0.0%,0.0%,0.0%
20200831-W-US_Open-R128-Jennifer_Brady-Anna_Blinkova,Jennifer Brady,1,34,73.5%,59.1%,68.4%,45.5%,62.5%,0.0%,0.0%,0.0%,0.0%,0.0%
20200831-W-US_Open-R128-Jennifer_Brady-Anna_Blinkova,Jennifer Brady,2,28,57.1%,40.0%,50.0%,38.5%,45.5%,25.0%,25.0%,14.3%,16.7%,16.7%
20200831-W-US_Open-R128-Jennifer_Brady-Anna_Blinkova,Anna Blinkova,1,25,60.0%,52.4%,61.1%,53.3%,80.0%,80.0%,88.9%,80.0%,80.0%,66.7%
20200831-W-US_Open-R128-Jennifer_Brady-Anna_Blinkova,Anna Blinkova,2,22,54.5%,44.4%,57.1%,50.0%,66.7%,62.5%,83.3%,80.0%,100.0%,100.0%
20200831-W-US_Open-R128-Ajla_Tomljanovic-Angelique_Kerber,Ajla Tomljanovic,1,33,51.5%,46.7%,51.9%,38.1%,44.4%,33.3%,50.0%,37.5%,75.0%,66.7%
20200831-W-US_Open-R128-Ajla_Tomljanovic-Angelique_Kerber,Ajla Tomljanovic,2,30,50.0%,44.4%,50.0%,47.8%,55.0%,43.8%,43.8%,30.8%,33.3%,27.3%
20200831-W-US_Open-R128-Ajla_Tomljanovic-Angelique_Kerber,Angelique Kerber,1,44,63.6%,52.9%,56.3%,44.0%,50.0%,35.3%,46.2%,46.2%,54.5%,37.5%
20200831-W-US_Open-R128-Ajla_Tomljanovic-Angelique_Kerber,Angelique Kerber,2,11,72.7%,70.0%,70.0%,62.5%,83.3%,75.0%,75.0%,50.0%,50.0%,50.0%
20200826-W-Cincinnati-QF-Naomi_Osaka-Anett_Kontaveit,Naomi Osaka,1,46,80.4%,65.4%,77.3%,58.3%,87.5%,80.0%,80.0%,66.7%,100.0%,100.0%
20200826-W-Cincinnati-QF-Naomi_Osaka-Anett_Kontaveit,Naomi Osaka,2,33,54.5%,46.4%,59.1%,43.8%,63.6%,55.6%,83.3%,50.0%,100.0%,100.0%
20200826-W-Cincinnati-QF-Naomi_Osaka-Anett_Kontaveit,Anett Kontaveit,1,51,62.7%,40.6%,52.0%,25.0%,36.4%,30.0%,50.0%,40.0%,50.0%,33.3%
20200826-W-Cincinnati-QF-Naomi_Osaka-Anett_Kontaveit,Anett Kontaveit,2,33,60.6%,53.6%,62.5%,57.1%,66.7%,53.8%,70.0%,62.5%,71.4%,50.0%
20200826-W-Cincinnati-QF-Maria_Sakkari-Johanna_Konta,Maria Sakkari,1,56,62.5%,40.0%,48.3%,31.8%,43.8%,25.0%,75.0%,66.7%,66.7%,66.7%
20200826-W-Cincinnati-QF-Maria_Sakkari-Johanna_Konta,Maria Sakkari,2,20,50.0%,41.2%,58.3%,54.5%,66.7%,25.0%,33.3%,0.0%,0.0%,0.0%
20200826-W-Cincinnati-QF-Maria_Sakkari-Johanna_Konta,Johanna Konta,1,28,82.1%,72.2%,72.2%,58.3%,77.8%,71.4%,100.0%,100.0%,100.0%,100.0%
20200826-W-Cincinnati-QF-Maria_Sakkari-Johanna_Konta,Johanna Konta,2,22,72.7%,66.7%,85.7%,50.0%,50.0%,33.3%,100.0%,100.0%,100.0%,-
20200826-W-Cincinnati-QF-Jessica_Pegula-Elise_Mertens,Jessica Pegula,1,30,53.3%,33.3%,43.8%,18.2%,20.0%,11.1%,20.0%,0.0%,0.0%,0.0%
20200826-W-Cincinnati-QF-Jessica_Pegula-Elise_Mertens,Jessica Pegula,2,13,46.2%,41.7%,50.0%,37.5%,37.5%,37.5%,42.9%,20.0%,50.0%,0.0%
20200826-W-Cincinnati-QF-Jessica_Pegula-Elise_Mertens,Elise Mertens,1,27,77.8%,64.7%,68.8%,69.2%,75.0%,50.0%,50.0%,25.0%,33.3%,33.3%
20200826-W-Cincinnati-QF-Jessica_Pegula-Elise_Mertens,Elise Mertens,2,17,64.7%,62.5%,66.7%,54.5%,60.0%,60.0%,75.0%,66.7%,66.7%,50.0%
20200824-W-Cincinnati-R32-Naomi_Osaka-Karolina_Muchova,Naomi Osaka,1,43,81.4%,61.9%,65.0%,41.7%,55.6%,42.9%,60.0%,33.3%,33.3%,0.0%
20200824-W-Cincinnati-R32-Naomi_Osaka-Karolina_Muchova,Naomi Osaka,2,41,61.0%,52.9%,64.3%,44.4%,61.5%,54.5%,66.7%,25.0%,50.0%,50.0%
20200824-W-Cincinnati-R32-Naomi_Osaka-Karolina_Muchova,Karolina Muchova,1,60,63.3%,46.3%,57.6%,39.1%,56.3%,36.4%,44.4%,16.7%,25.0%,25.0%
20200824-W-Cincinnati-R32-Naomi_Osaka-Karolina_Muchova,Karolina Muchova,2,33,69.7%,61.5%,69.6%,56.3%,69.2%,42.9%,60.0%,33.3%,100.0%,-
20200822-W-Cincinnati-R64-Victoria_Azarenka-Donna_Vekic,Victoria Azarenka,1,39,66.7%,53.6%,68.2%,53.3%,72.7%,50.0%,60.0%,50.0%,50.0%,33.3%
20200822-W-Cincinnati-R64-Victoria_Azarenka-Donna_Vekic,Victoria Azarenka,2,20,60.0%,42.9%,75.0%,66.7%,80.0%,66.7%,66.7%,0.0%,0.0%,0.0%
20200822-W-Cincinnati-R64-Victoria_Azarenka-Donna_Vekic,Donna Vekic,1,19,47.4%,37.5%,54.5%,37.5%,60.0%,33.3%,50.0%,50.0%,100.0%,-
20200822-W-Cincinnati-R64-Victoria_Azarenka-Donna_Vekic,Donna Vekic,2,13,46.2%,30.0%,42.9%,42.9%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%
20200822-W-Cincinnati-R64-Maria_Sakkari-Coco_Gauff,Maria Sakkari,1,25,84.0%,71.4%,76.9%,50.0%,50.0%,50.0%,100.0%,100.0%,100.0%,100.0%
20200822-W-Cincinnati-R64-Maria_Sakkari-Coco_Gauff,Maria Sakkari,2,23,60.9%,43.8%,50.0%,41.7%,62.5%,40.0%,50.0%,0.0%,0.0%,0.0%
20200822-W-Cincinnati-R64-Maria_Sakkari-Coco_Gauff,Coco Gauff,1,21,61.9%,38.5%,55.6%,42.9%,60.0%,33.3%,50.0%,0.0%,-,-
20200822-W-Cincinnati-R64-Maria_Sakkari-Coco_Gauff,Coco Gauff,2,20,55.0%,30.8%,50.0%,33.3%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
20200814-W-Lexington-QF-Coco_Gauff-Ons_Jabeur,Coco Gauff,1,63,65.1%,55.1%,62.8%,46.7%,56.0%,38.9%,58.3%,44.4%,57.1%,25.0%
20200814-W-Lexington-QF-Coco_Gauff-Ons_Jabeur,Coco Gauff,2,26,69.2%,46.7%,58.3%,44.4%,50.0%,42.9%,60.0%,0.0%,0.0%,0.0%
20200814-W-Lexington-QF-Coco_Gauff-Ons_Jabeur,Ons Jabeur,1,29,72.4%,38.5%,41.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
20200814-W-Lexington-QF-Coco_Gauff-Ons_Jabeur,Ons Jabeur,2,49,53.1%,45.2%,57.6%,41.7%,50.0%,28.6%,50.0%,33.3%,50.0%,33.3%
20200812-W-Lexington-R16-Anna_Blinkova-Marie_Bouzkova,Anna Blinkova,1,22,63.6%,46.7%,50.0%,36.4%,44.4%,37.5%,50.0%,40.0%,100.0%,-
20200812-W-Lexington-R16-Anna_Blinkova-Marie_Bouzkova,Anna Blinkova,2,23,47.8%,42.9%,64.3%,44.4%,80.0%,66.7%,66.7%,50.0%,100.0%,100.0%
20200812-W-Lexington-R16-Anna_Blinkova-Marie_Bouzkova,Marie Bouzkova,1,35,65.7%,57.1%,64.0%,57.1%,66.7%,62.5%,66.7%,37.5%,75.0%,50.0%
20200812-W-Lexington-R16-Anna_Blinkova-Marie_Bouzkova,Marie Bouzkova,2,21,66.7%,53.3%,57.1%,53.8%,58.3%,50.0%,55.6%,55.6%,71.4%,66.7%
20200308-W-Monterrey-F-Elina_Svitolina-Marie_Bouzkova,Elina Svitolina,1,70,72.9%,64.8%,72.9%,56.7%,65.4%,55.0%,61.1%,50.0%,58.3%,44.4%
20200308-W-Monterrey-F-Elina_Svitolina-Marie_Bouzkova,Elina Svitolina,2,50,48.0%,42.2%,51.4%,50.0%,51.4%,45.2%,56.0%,52.2%,60.0%,46.7%
20200308-W-Monterrey-F-Elina_Svitolina-Marie_Bouzkova,Marie Bouzkova,1,85,60.0%,55.3%,64.6%,53.1%,61.9%,48.4%,65.2%,52.9%,64.3%,54.5%
20200308-W-Monterrey-F-Elina_Svitolina-Marie_Bouzkova,Marie Bouzkova,2,24,45.8%,40.9%,45.0%,38.9%,46.7%,38.5%,45.5%,40.0%,50.0%,20.0%
20200307-W-Monterrey-SF-Elina_Svitolina-Arantxa_Rus,Elina Svitolina,1,24,87.5%,62.5%,71.4%,33.3%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%
20200307-W-Monterrey-SF-Elina_Svitolina-Arantxa_Rus,Elina Svitolina,2,12,58.3%,50.0%,71.4%,60.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
20200307-W-Monterrey-SF-Elina_Svitolina-Arantxa_Rus,Arantxa Rus,1,36,38.9%,26.7%,29.6%,17.4%,25.0%,14.3%,22.2%,0.0%,0.0%,0.0%
20200307-W-Monterrey-SF-Elina_Svitolina-Arantxa_Rus,Arantxa Rus,2,9,33.3%,33.3%,33.3%,33.3%,75.0%,66.7%,66.7%,50.0%,50.0%,50.0%
20200306-W-Monterrey-QF-Rebecca_Peterson-Arantxa_Rus,Rebecca Peterson,1,31,51.6%,44.4%,52.2%,42.1%,50.0%,38.5%,55.6%,50.0%,80.0%,75.0%
20200306-W-Monterrey-QF-Rebecca_Peterson-Arantxa_Rus,Rebecca Peterson,2,10,40.0%,14.3%,20.0%,20.0%,33.3%,33.3%,33.3%,0.0%,-,-
20200306-W-Monterrey-QF-Rebecca_Peterson-Arantxa_Rus,Arantxa Rus,1,37,75.7%,64.0%,64.0%,47.1%,50.0%,38.5%,41.7%,12.5%,16.7%,0.0%
20200306-W-Monterrey-QF-Rebecca_Peterson-Arantxa_Rus,Arantxa Rus,2,7,42.9%,42.9%,50.0%,50.0%,50.0%,50.0%,100.0%,100.0%,100.0%,-
20200306-W-Monterrey-QF-Leylah_Fernandez-Elina_Svitolina,Leylah Fernandez,1,43,67.4%,51.7%,65.2%,55.6%,76.9%,66.7%,85.7%,50.0%,50.0%,50.0%
20200306-W-Monterrey-QF-Leylah_Fernandez-Elina_Svitolina,Leylah Fernandez,2,25,52.0%,42.9%,56.3%,41.7%,62.5%,57.1%,57.1%,25.0%,33.3%,0.0%
20200306-W-Monterrey-QF-Leylah_Fernandez-Elina_Svitolina,Elina Svitolina,1,39,76.9%,59.1%,72.2%,64.3%,81.8%,50.0%,66.7%,0.0%,0.0%,0.0%
20200306-W-Monterrey-QF-Leylah_Fernandez-Elina_Svitolina,Elina Svitolina,2,29,69.0%,65.4%,65.4%,59.1%,68.4%,50.0%,60.0%,55.6%,62.5%,40.0%
20200305-W-Monterrey-R16-Arantxa_Rus-Lauren_Davis,Arantxa Rus,1,56,57.1%,46.7%,53.8%,33.3%,40.9%,31.6%,40.0%,30.8%,44.4%,28.6%
20200305-W-Monterrey-R16-Arantxa_Rus-Lauren_Davis,Arantxa Rus,2,17,70.6%,61.5%,72.7%,62.5%,71.4%,50.0%,50.0%,50.0%,50.0%,33.3%
20200305-W-Monterrey-R16-Arantxa_Rus-Lauren_Davis,Lauren Davis,1,58,46.6%,35.4%,54.8%,48.1%,56.5%,52.4%,57.9%,46.7%,53.8%,45.5%
20200305-W-Monterrey-R16-Arantxa_Rus-Lauren_Davis,Lauren Davis,2,18,44.4%,33.3%,38.5%,33.3%,33.3%,20.0%,20.0%,20.0%,33.3%,0.0%
20200304-W-Monterrey-R32-Kim_Clijsters-Johanna_Konta,Kim Clijsters,1,44,68.2%,53.3%,61.5%,33.3%,55.6%,20.0%,33.3%,0.0%,0.0%,0.0%
20200304-W-Monterrey-R32-Kim_Clijsters-Johanna_Konta,Kim Clijsters,2,27,48.1%,39.1%,56.3%,36.4%,57.1%,25.0%,50.0%,50.0%,100.0%,100.0%
20200304-W-Monterrey-R32-Kim_Clijsters-Johanna_Konta,Johanna Konta,1,45,80.0%,64.0%,88.9%,60.0%,75.0%,50.0%,100.0%,100.0%,100.0%,100.0%
20200304-W-Monterrey-R32-Kim_Clijsters-Johanna_Konta,Johanna Konta,2,8,75.0%,71.4%,100.0%,100.0%,100.0%,100.0%,100.0%,-,-,-
20200303-W-Monterrey-R32-Tamara_Zidansek-Victoria_Azarenka,Tamara Zidansek,1,47,66.0%,51.5%,63.0%,47.4%,64.3%,16.7%,33.3%,33.3%,50.0%,50.0%
20200303-W-Monterrey-R32-Tamara_Zidansek-Victoria_Azarenka,Tamara Zidansek,2,13,61.5%,50.0%,55.6%,42.9%,60.0%,0.0%,0.0%,0.0%,-,-
20200303-W-Monterrey-R32-Tamara_Zidansek-Victoria_Azarenka,Victoria Azarenka,1,25,40.0%,28.6%,40.0%,25.0%,42.9%,33.3%,40.0%,0.0%,0.0%,0.0%
20200303-W-Monterrey-R32-Tamara_Zidansek-Victoria_Azarenka,Victoria Azarenka,2,12,58.3%,58.3%,77.8%,66.7%,66.7%,33.3%,50.0%,50.0%,50.0%,50.0%
20200303-W-Monterrey-R32-Arantxa_Rus-Varvara_Flink,Arantxa Rus,1,23,60.9%,47.1%,57.1%,45.5%,62.5%,57.1%,80.0%,75.0%,75.0%,50.0%
20200303-W-Monterrey-R32-Arantxa_Rus-Varvara_Flink,Arantxa Rus,2,3,66.7%,66.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-
20200303-W-Monterrey-R32-Arantxa_Rus-Varvara_Flink,Varvara Flink,1,7,28.6%,16.7%,20.0%,20.0%,50.0%,50.0%,50.0%,50.0%,50.0%,50.0%
20200303-W-Monterrey-R32-Arantxa_Rus-Varvara_Flink,Varvara Flink,2,10,90.0%,87.5%,87.5%,85.7%,85.7%,83.3%,100.0%,100.0%,100.0%,100.0%
20200227-W-Doha-QF-Belinda_Bencic-Svetlana_Kuznetsova,Belinda Bencic,1,51,68.6%,52.9%,64.3%,54.5%,57.1%,47.1%,61.5%,28.6%,28.6%,16.7%
20200227-W-Doha-QF-Belinda_Bencic-Svetlana_Kuznetsova,Belinda Bencic,2,21,33.3%,33.3%,43.8%,40.0%,46.2%,30.0%,37.5%,28.6%,40.0%,0.0%
20200227-W-Doha-QF-Belinda_Bencic-Svetlana_Kuznetsova,Svetlana Kuznetsova,1,36,75.0%,59.1%,61.9%,46.7%,63.6%,55.6%,71.4%,60.0%,60.0%,50.0%
20200227-W-Doha-QF-Belinda_Bencic-Svetlana_Kuznetsova,Svetlana Kuznetsova,2,24,66.7%,52.9%,56.3%,56.3%,56.3%,46.2%,46.2%,30.0%,42.9%,33.3%
20200227-W-Doha-QF-Ashleigh_Barty-Garbine_Muguruza,Ashleigh Barty,1,57,75.4%,62.2%,76.7%,56.3%,60.0%,40.0%,66.7%,60.0%,60.0%,60.0%
20200227-W-Doha-QF-Ashleigh_Barty-Garbine_Muguruza,Ashleigh Barty,2,36,47.2%,40.6%,54.2%,47.6%,62.5%,40.0%,66.7%,50.0%,66.7%,0.0%
20200227-W-Doha-QF-Ashleigh_Barty-Garbine_Muguruza,Garbine Muguruza,1,65,58.5%,50.9%,60.9%,47.1%,53.3%,36.4%,50.0%,38.5%,45.5%,25.0%
20200227-W-Doha-QF-Ashleigh_Barty-Garbine_Muguruza,Garbine Muguruza,2,21,47.6%,47.6%,50.0%,33.3%,41.7%,30.0%,37.5%,16.7%,25.0%,25.0%
20200226-W-Doha-R16-Saisai_Zheng-Kiki_Bertens,Saisai Zheng,1,62,62.9%,50.0%,53.5%,45.9%,50.0%,37.0%,47.6%,38.9%,58.3%,44.4%
20200226-W-Doha-R16-Saisai_Zheng-Kiki_Bertens,Saisai Zheng,2,15,26.7%,26.7%,26.7%,26.7%,33.3%,27.3%,37.5%,28.6%,33.3%,20.0%
20200226-W-Doha-R16-Saisai_Zheng-Kiki_Bertens,Kiki Bertens,1,69,50.7%,42.4%,45.5%,31.8%,36.8%,31.4%,42.3%,37.5%,47.4%,41.2%
20200226-W-Doha-R16-Saisai_Zheng-Kiki_Bertens,Kiki Bertens,2,26,53.8%,47.8%,55.0%,50.0%,52.9%,38.5%,55.6%,50.0%,50.0%,50.0%
20200226-W-Doha-R16-Dayana_Yastremska-Garbine_Muguruza,Dayana Yastremska,1,31,61.3%,53.8%,73.7%,68.8%,78.6%,57.1%,80.0%,66.7%,66.7%,0.0%
20200226-W-Doha-R16-Dayana_Yastremska-Garbine_Muguruza,Dayana Yastremska,2,21,52.4%,47.4%,52.9%,42.9%,66.7%,57.1%,57.1%,25.0%,50.0%,50.0%
20200226-W-Doha-R16-Dayana_Yastremska-Garbine_Muguruza,Garbine Muguruza,1,44,65.9%,42.3%,57.9%,42.9%,54.5%,0.0%,0.0%,0.0%,0.0%,0.0%
20200226-W-Doha-R16-Dayana_Yastremska-Garbine_Muguruza,Garbine Muguruza,2,9,55.6%,42.9%,50.0%,25.0%,50.0%,50.0%,100.0%,100.0%,100.0%,-
20200225-W-Doha-R32-Petra_Kvitova-Carla_Suarez_Navarro,Petra Kvitova,1,47,70.2%,51.7%,68.2%,41.7%,71.4%,33.3%,100.0%,100.0%,100.0%,-
20200225-W-Doha-R32-Petra_Kvitova-Carla_Suarez_Navarro,Petra Kvitova,2,24,83.3%,73.3%,84.6%,77.8%,87.5%,0.0%,-,-,-,-
20200225-W-Doha-R32-Petra_Kvitova-Carla_Suarez_Navarro,Carla Suarez Navarro,1,55,60.0%,38.9%,51.9%,35.0%,58.3%,44.4%,80.0%,0.0%,-,-
20200225-W-Doha-R32-Petra_Kvitova-Carla_Suarez_Navarro,Carla Suarez Navarro,2,27,44.4%,25.0%,50.0%,37.5%,75.0%,50.0%,100.0%,-,-,-
20200225-W-Acapulco-R32-Sara_Sorribes_Tormo-Sara_Errani,Sara Sorribes Tormo,1,50,44.0%,42.9%,44.7%,42.2%,46.3%,42.1%,48.5%,39.3%,47.8%,33.3%
20200225-W-Acapulco-R32-Sara_Sorribes_Tormo-Sara_Errani,Sara Sorribes Tormo,2,16,31.3%,26.7%,40.0%,33.3%,42.9%,33.3%,50.0%,33.3%,33.3%,0.0%
20200225-W-Acapulco-R32-Sara_Sorribes_Tormo-Sara_Errani,Sara Errani,1,69,52.2%,50.0%,54.1%,49.1%,49.1%,42.9%,50.0%,43.2%,48.5%,43.3%
20200225-W-Acapulco-R32-Sara_Sorribes_Tormo-Sara_Errani,Sara Errani,2,16,56.3%,53.3%,61.5%,58.3%,58.3%,54.5%,66.7%,62.5%,62.5%,62.5%
20200224-W-Doha-R64-Su_Wei_Hsieh-Vera_Zvonareva,Su Wei Hsieh,1,45,57.8%,52.5%,72.4%,60.0%,66.7%,53.8%,70.0%,40.0%,50.0%,33.3%
20200224-W-Doha-R64-Su_Wei_Hsieh-Vera_Zvonareva,Su Wei Hsieh,2,18,50.0%,43.8%,58.3%,44.4%,66.7%,50.0%,50.0%,0.0%,0.0%,0.0%
20200224-W-Doha-R64-Su_Wei_Hsieh-Vera_Zvonareva,Vera Zvonareva,1,42,59.5%,51.4%,58.1%,50.0%,52.0%,29.4%,41.7%,30.0%,42.9%,20.0%
20200224-W-Doha-R64-Su_Wei_Hsieh-Vera_Zvonareva,Vera Zvonareva,2,15,73.3%,63.6%,70.0%,70.0%,87.5%,87.5%,100.0%,100.0%,100.0%,100.0%
20200224-W-Doha-R64-Shuai_Zhang-Carla_Suarez_Navarro,Shuai Zhang,1,31,51.6%,42.3%,50.0%,35.3%,54.5%,44.4%,50.0%,33.3%,50.0%,50.0%
20200224-W-Doha-R64-Shuai_Zhang-Carla_Suarez_Navarro,Shuai Zhang,2,20,30.0%,22.2%,36.4%,22.2%,28.6%,28.6%,33.3%,20.0%,33.3%,0.0%
20200224-W-Doha-R64-Shuai_Zhang-Carla_Suarez_Navarro,Carla Suarez Navarro,1,45,57.8%,47.2%,54.8%,39.1%,52.9%,38.5%,62.5%,25.0%,100.0%,100.0%
20200224-W-Doha-R64-Shuai_Zhang-Carla_Suarez_Navarro,Carla Suarez Navarro,2,15,46.7%,42.9%,50.0%,40.0%,44.4%,37.5%,50.0%,25.0%,50.0%,50.0%
20200224-W-Doha-R64-Iga_Swiatek-Donna_Vekic,Iga Swiatek,1,42,69.0%,53.6%,75.0%,58.3%,58.3%,50.0%,71.4%,60.0%,75.0%,66.7%
20200224-W-Doha-R64-Iga_Swiatek-Donna_Vekic,Iga Swiatek,2,29,48.3%,40.0%,50.0%,44.4%,57.1%,40.0%,50.0%,50.0%,66.7%,60.0%
